h_dim,train_loss,test_loss,train_accuracy,test_accuracy
5,0.13304570895522388,0.1383359872611465,86.69166666666666,86.1
15,0.04954024520255863,0.06717754777070063,95.04333333333334,93.25
30,0.01958955223880597,0.041202229299363055,98.04,95.86
45,0.009295042643923241,0.030752388535031847,99.07,96.91
