h_dim,train_loss,test_loss,train_accuracy,test_accuracy
200,0.17696130830960669,0.3987825037377655,93.71,86.7
500,0.17114332574567978,0.42315260847662667,93.815,86.59
700,0.1868169215169682,0.4068614717122096,93.46,86.71
900,0.17543302509625247,0.4016646963965361,93.73,86.9
1100,0.16677283405498333,0.3898743558081852,94.34,86.92
