h_dim,train_loss,test_loss,train_accuracy,test_accuracy
5,0.08743670042643924,0.09942277070063694,91.25333333333333,90.01
15,0.026202691897654583,0.04926353503184713,97.37833333333333,95.05
30,0.00927838486140725,0.036723726114649684,99.07166666666667,96.31
45,0.0061467217484008525,0.02736863057324841,99.385,97.25
