h_dim,train_loss,test_loss,train_accuracy,test_accuracy
200,0.21542682702753954,0.44479251819051757,91.46,87.11
500,0.21518688236072564,0.4519828076765036,91.755,86.96
700,0.22744948274580537,0.4344737919842362,91.055,86.96
900,0.22837237510711525,0.43074050047405205,90.84,87.08
1100,0.20370760868499233,0.4506589022411662,92.025,87.14
