h_dim,train_loss,test_loss,train_accuracy,test_accuracy
200,0.03459821428571429,0.1106687898089172,96.53833333333333,88.88
500,0.023254264392324094,0.10658837579617834,97.67333333333333,89.29
700,0.023620735607675906,0.1070859872611465,97.63833333333334,89.27
900,0.02613606076759062,0.10758359872611464,97.38833333333334,89.22
1100,0.02333755330490405,0.10370222929936306,97.665,89.64
