h_dim,train_loss,test_loss,train_accuracy,test_accuracy
900,0.0,1.8997129287991728,100.0,94.21
200,0.0,2.37767218903196,100.0,94.15
600,0.0,1.9051833069422783,100.0,94.38
1100,0.0,1.5383723299855487,100.0,94.96
