h_dim,train_loss,test_loss,train_accuracy,test_accuracy
200,0.0034814765458422176,0.016520700636942675,99.65166666666667,98.34
500,0.0036313965884861407,0.018113057324840764,99.63666666666667,98.18
700,0.003248267590618337,0.01741640127388535,99.675,98.25
900,0.0033148987206823026,0.01741640127388535,99.66833333333334,98.25
1100,0.004064498933901919,0.017018312101910828,99.59333333333333,98.29
