h_dim,train_loss,test_loss,train_accuracy,test_accuracy
200,0.0017942752847375232,0.295671652117707,100.0,95.01
500,0.0007414381111630064,0.2815106438090439,100.0,95.18
700,0.0008227899655253168,0.2766778032866893,100.0,95.47
900,0.0017185037827402994,0.26775807012074243,99.975,94.95
1100,0.0010001405167940902,0.30105971586768626,99.975,94.89
