h_dim,train_loss,test_loss,train_accuracy,test_accuracy
5,0.5040901631686339,0.6005565404512321,82.54,79.52
15,0.2321739854041938,0.4270828856973891,91.65,86.01
30,0.23042099733071722,0.41916182760600074,91.705,85.91
45,0.19663649498467234,0.40767852610843197,93.025,86.58
50,0.16146403209419008,0.40296514398732763,94.335,86.85
70,0.16749146267486986,0.3943281742702624,94.115,86.99
100,0.17529377559567713,0.3925122568371949,93.855,86.79
