h_dim,train_loss,test_loss,train_accuracy,test_accuracy
5,0.44689729411131257,0.4964392449066138,86.285,82.93
15,0.3709710000237082,0.42922994446982243,89.82,85.31
30,0.3752161292893112,0.39785752250890066,90.18,85.99
45,0.3704455492982439,0.39677532861946496,90.23,85.89
50,0.3603217280974054,0.3970613637167937,90.695,85.95
70,0.3585678459542572,0.3977161155194993,90.845,86.38
100,0.36063057070325133,0.3998068338556654,90.515,86.4
