h_dim,train_loss,test_loss,train_accuracy,test_accuracy
50,0.001509959662143956,0.28403379413641094,100.0,93.7
70,0.0012925993560202187,0.29751852049475985,100.0,93.82
100,0.000753748986426217,0.279626984638827,100.0,94.08
