h_dim,train_loss,test_loss,train_accuracy,test_accuracy
50,0.03471019453718327,0.28800539216871973,99.0,93.14
70,0.014679419378808234,0.29400783492195504,99.55,93.79
100,0.007847513659726246,0.24858181929483378,99.85,94.69
