h_dim,train_loss,test_loss,train_accuracy,test_accuracy
50,0.010127931769722815,0.03622611464968153,98.98833333333333,96.36
70,0.005497068230277185,0.028960987261146497,99.45,97.09
100,0.003148320895522388,0.02587579617834395,99.685,97.4
