h_dim,train_loss,test_loss,train_accuracy,test_accuracy
50,0.00256669204463833,0.3048402742357779,100.0,93.13
70,0.0019175812813045923,0.3006364996495429,100.0,93.45
100,0.0010707723376981448,0.26283353451280433,100.0,94.01
