h_dim,train_loss,test_loss,train_accuracy,test_accuracy
50,0.0038573932033614255,0.2675556391829797,100.0,93.29
70,0.0022550849498657044,0.25888392407184607,100.0,93.94
100,0.003592610839405097,0.2178156763389536,100.0,94.21
