h_dim,train_loss,test_loss,train_accuracy,test_accuracy
50,0.005363805970149254,0.025179140127388536,99.46333333333334,97.47
70,0.004797441364605544,0.025179140127388536,99.52,97.47
100,0.004397654584221748,0.020501592356687897,99.56,97.94
